q,jaccard,aitm,qitm,article,answer,iw,v,n,dup,len,answerable,max_rouge
浩罕汗國使節團煽動在清朝的浩罕人和清朝回人暴亂事件稱為什麼?,0.1627906976744186,"額爾沁,安集,回兵,帕爾,1860,節團,葉爾羌,咸豐帝,延人,英吉沙爾,達伯塔爾,俾斯底,圖書,監禁,回人,事端,清朝,二十一名,全案,額帕爾事件,發生,浩罕汗,國使,煽動,浩罕人","浩罕汗,國使,節團,煽動,清朝,浩罕人,回人,暴亂,事件,稱",額帕爾事件是1860年發生在新疆的浩罕汗國使節團煽動在清朝的浩罕人和清朝回人暴亂事件。1859年，浩罕遣使額爾沁阿布都剴裏木進京朝貢。葉爾羌參贊大臣裕瑞報告中央後，咸豐帝命令裕瑞將貢物接收代遞。額爾沁折回，逗遛葉爾羌回城，招集各城安集延人等，任意妄爲，滋生事端。裕瑞預備筵宴，傳見額爾沁，遇到安集延人滋生事端，結果雙方衝突，安集延人刃傷弁兵多名。1860年農曆二月，喀什噶爾、英吉沙爾的回人，追隨安集延人，糾衆聚在英吉沙爾別什蓋莊二城。當經護理領隊大臣德祥，分派回兵緝拿，安集延人呼岱達額帕爾等聚衆阻擾，傷斃回兵，沿途搶奪馬匹，直奔卡倫。最終清軍擊斃額爾沁，抓獲同謀呼岱達伯塔爾等。經希皮察克布魯特俾斯底克率衆兜捕。將額帕爾等七犯抓獲。英吉沙爾回兵抓獲新疆回犯素皮蓋等二十一名。咸豐帝令阿奇木伯克將全案情形函致浩罕知悉。浩罕伯克遣額爾沁捏斯密頂、叩關前來，並呈遞圖書，自認錯誤。仍來朝貢貿易。清朝認爲浩罕尚屬恭順可嘉，仍按原計劃接收代遞。聽候敕書、照舊通商。呼岱達伯塔爾等十五名被捕浩罕使節團人員一律釋放，交浩罕自行管辦，以示懷柔遠人。經裕瑞、英蘊等審明，安集延人額帕爾等，糾衆打傷回兵，搶掠馬匹，本應從重治罪。姑念此次浩罕呈遞圖書，仍請納貢，尚屬恭順。額帕爾、玉素普二犯，留於葉爾羌永遠監禁。愛依提、入則、捏孜爾、帕裏完庫、吐魯克五犯，留於英吉沙爾永遠監禁。素皮蓋等二十一犯，著情分別懲辦。希皮察克布魯特俾斯底克拿獲要犯，甚爲出力。著該參贊大臣等酌量請獎。,額帕爾事件,1,1,1,1,30,True,0.5424242424242425
交通部中央氣象局設在桃園市新屋區的四等氣象站名為什麼?,0.1363636363636363,"氣象,中央氣,象局,交通部,桃園,屋氣象,衛星,中央氣象,局設,屋區,資料,因應,2014,12,25,日升格,直轄市,為加,強桃園,地區,監測,資訊,強化,各鄉,鎮市","交通部,中央氣象,局設,桃園,市,新,屋區,氣象,站,名為",新屋氣象站（全名交通部中央氣象局新屋氣象站），為交通部中央氣象局設在桃園市新屋區的四等氣象站，前身為交通部中央氣象局氣象衛星中心衛星資料接收站。交通部中央氣象局因應桃園縣2014年12月25日升格為直轄市，為加強桃園地區氣象監測、資訊蒐集，以及強化桃園縣各鄉鎮市的氣象預報與災害預防，特於新屋鄉成立新屋氣象站。屬交通部中央氣象局四等氣象站，現有員額計4人（置主任1人、職員3人）。,新屋氣象站,1,1,1,1,27,True,0.3522689075630252
交通部中央氣象局設在桃園市新屋區的四等氣象站為哪一個?,0.1363636363636363,"氣象,中央氣,象局,交通部,桃園,屋氣象,衛星,中央氣象,局設,屋區,資料,因應,2014,12,25,日升格,直轄市,為加,強桃園,地區,監測,資訊,強化,各鄉,鎮市","交通部,中央氣象,局設,桃園,市,新,屋區,氣象,站,一個",新屋氣象站（全名交通部中央氣象局新屋氣象站），為交通部中央氣象局設在桃園市新屋區的四等氣象站，前身為交通部中央氣象局氣象衛星中心衛星資料接收站。交通部中央氣象局因應桃園縣2014年12月25日升格為直轄市，為加強桃園地區氣象監測、資訊蒐集，以及強化桃園縣各鄉鎮市的氣象預報與災害預防，特於新屋鄉成立新屋氣象站。屬交通部中央氣象局四等氣象站，現有員額計4人（置主任1人、職員3人）。,新屋氣象站,1,1,1,1,27,True,0.3522689075630252
交通部中央氣象局設在桃園市新屋區的四等氣象站名為什麼?,0.1363636363636363,"氣象,中央氣,象局,交通部,桃園,屋氣象,衛星,中央氣象,局設,屋區,資料,因應,2014,12,25,日升格,直轄市,為加,強桃園,地區,監測,資訊,強化,各鄉,鎮市","交通部,中央氣象,局設,桃園,市,新,屋區,氣象,站,名為",新屋氣象站（全名交通部中央氣象局新屋氣象站），為交通部中央氣象局設在桃園市新屋區的四等氣象站，前身為交通部中央氣象局氣象衛星中心衛星資料接收站。交通部中央氣象局因應桃園縣2014年12月25日升格為直轄市，為加強桃園地區氣象監測、資訊蒐集，以及強化桃園縣各鄉鎮市的氣象預報與災害預防，特於新屋鄉成立新屋氣象站。屬交通部中央氣象局四等氣象站，現有員額計4人（置主任1人、職員3人）。,新屋氣象站,1,1,1,1,27,True,0.3522689075630252
交通部中央氣象局哪一個站設在桃園市新屋區?,0.1111111111111111,"氣象,中央氣,象局,交通部,桃園,屋氣象,衛星,中央氣象,局設,屋區,資料,因應,2014,12,25,日升格,直轄市,為加,強桃園,地區,監測,資訊,強化,各鄉,鎮市","交通部,中央氣,象局,一個,站,設,桃園,市,新,屋區",新屋氣象站（全名交通部中央氣象局新屋氣象站），為交通部中央氣象局設在桃園市新屋區的四等氣象站，前身為交通部中央氣象局氣象衛星中心衛星資料接收站。交通部中央氣象局因應桃園縣2014年12月25日升格為直轄市，為加強桃園地區氣象監測、資訊蒐集，以及強化桃園縣各鄉鎮市的氣象預報與災害預防，特於新屋鄉成立新屋氣象站。屬交通部中央氣象局四等氣象站，現有員額計4人（置主任1人、職員3人）。,新屋氣象站,1,1,1,1,21,True,0.29445378151260504
交通部中央氣象局為了加強桃園地區氣象監測特於新屋鄉成立什麼?,0.1627906976744186,"氣象,中央氣,象局,交通部,桃園,屋氣象,衛星,中央氣象,局設,屋區,資料,因應,2014,12,25,日升格,直轄市,為加,強桃園,地區,監測,資訊,強化,各鄉,鎮市","交通部,中央氣,象局,加強,桃園,地區,氣象,監測,特,新,屋鄉,成立",新屋氣象站（全名交通部中央氣象局新屋氣象站），為交通部中央氣象局設在桃園市新屋區的四等氣象站，前身為交通部中央氣象局氣象衛星中心衛星資料接收站。交通部中央氣象局因應桃園縣2014年12月25日升格為直轄市，為加強桃園地區氣象監測、資訊蒐集，以及強化桃園縣各鄉鎮市的氣象預報與災害預防，特於新屋鄉成立新屋氣象站。屬交通部中央氣象局四等氣象站，現有員額計4人（置主任1人、職員3人）。,新屋氣象站,1,1,1,1,31,True,0.35092565383485164
哪一所私立女子高級中學為臺灣臺北市內湖區一所私立女子高級中學?,0.1363636363636363,"北市,高級,中學,文德,私立,女子,簡稱,文德女,湖區,由天,主教耶穌,嬰方濟,修女會,創辦,為紀念,13,世紀,義大利樞,機主教,聖文德,宣文崇德,效賢仰,學業,品德,取名","哪一所,私立,女子,高級,中學為,臺,灣,北市,湖區,一所,中學",臺北市私立文德女子高級中學，簡稱文德女中，是臺灣臺北市內湖區一所私立女子高級中學，由天主教耶穌聖嬰方濟修女會所創辦。為紀念13世紀的義大利樞機主教聖文德而取名文德。宣文崇德、效賢仰聖，品德第一、學業為重 ,臺北市私立文德女子高級中學,1,1,1,1,31,True,0.44147869674185464
哪一間中學為臺北市一所由天主教辦學的私立女子高級中學?,0.1363636363636363,"中學,高級,修女,北市,創辦,中國大陸,達人,女子,私立,中部,簡稱,辦學,1871,12,甘第達,薩拉孟加,創立,女會,以教育,青少,神聖,1931,達修,女來,先後在","哪一間,中學為,臺,北市,一所,天主教,辦學,私立,女子,高級,中學",臺北市私立達人女子高級中學（），簡稱達人女中，是臺北市一所由天主教辦學的私立女子高級中學，由修女所創辦。1871年12月8日，甘第達修女在西班牙中部薩拉孟加創立了修女會，以教育青少年為神聖使命。1931年第一批達修女來到了中國大陸，先後在安徽省的安慶和河北省的北平創辦了崇文女中和盛新女中，並吸收了中國大陸的修女加入了教育的行列。1956年來到臺灣，1965年接辦再興中學女生部，1976年奉準獨立更名為「達人女中」，1981年開始招收高中部女生，成為「達人女子高級中學」並附設有國中部的完全中學。,臺北市私立達人女子高級中學,1,1,1,1,27,True,0.2979417268110131
哪一間中學是由天主教辦學的私立女子高級中學?,0.1111111111111111,"中學,高級,修女,北市,創辦,中國大陸,達人,女子,私立,中部,簡稱,辦學,1871,12,甘第達,薩拉孟加,創立,女會,以教育,青少,神聖,1931,達修,女來,先後在","哪一間,中學,天主教,辦學,私立,女子,高級",臺北市私立達人女子高級中學（），簡稱達人女中，是臺北市一所由天主教辦學的私立女子高級中學，由修女所創辦。1871年12月8日，甘第達修女在西班牙中部薩拉孟加創立了修女會，以教育青少年為神聖使命。1931年第一批達修女來到了中國大陸，先後在安徽省的安慶和河北省的北平創辦了崇文女中和盛新女中，並吸收了中國大陸的修女加入了教育的行列。1956年來到臺灣，1965年接辦再興中學女生部，1976年奉準獨立更名為「達人女中」，1981年開始招收高中部女生，成為「達人女子高級中學」並附設有國中部的完全中學。,臺北市私立達人女子高級中學,1,1,1,1,22,True,0.24939855653568566
老彼得勃魯蓋爾的哪一幅油畫作品受到了文藝復興時期的影響?,0.1111111111111111,"獵人,雪中,老彼得,Jagers,de,Sneeuw,文藝,興時期,勃魯蓋爾,16,世紀,油畫,12,幅系列,畫作,哲爾,贊助,試圖,描繪理,鄉村,藝術史,學家馬丁,畫家,創作,聖誕節","老彼得,勃魯蓋爾,一幅,油畫,作品,受,文藝,復,興時期,影響",《雪中獵人》（Jagers in de Sneeuw）是文藝復興時期老彼得·勃魯蓋爾的16世紀油畫作品，是12幅系列畫作其中一幅。《雪中獵人》可能是老彼得·布勒哲爾（也可能是他的贊助人）試圖描繪理想中的鄉村生活。藝術史學家馬丁·坎普指出，古代畫家流行創作聖誕節賀卡，並指出“可能沒有哪一個世俗主題比...雪中獵人更受歡迎“。,雪中獵人,1,1,1,1,29,True,0.1949404761904762
文藝復興時期老彼得勃魯蓋爾的哪一幅油畫作品受到了很多人的歡迎?,0.1111111111111111,"獵人,雪中,老彼得,Jagers,de,Sneeuw,文藝,興時期,勃魯蓋爾,16,世紀,油畫,12,幅系列,畫作,哲爾,贊助,試圖,描繪理,鄉村,藝術史,學家馬丁,畫家,創作,聖誕節","文藝,復,興時期,老彼得,勃魯蓋爾,一幅,油畫,作品,受,人,歡迎",《雪中獵人》（Jagers in de Sneeuw）是文藝復興時期老彼得·勃魯蓋爾的16世紀油畫作品，是12幅系列畫作其中一幅。《雪中獵人》可能是老彼得·布勒哲爾（也可能是他的贊助人）試圖描繪理想中的鄉村生活。藝術史學家馬丁·坎普指出，古代畫家流行創作聖誕節賀卡，並指出“可能沒有哪一個世俗主題比...雪中獵人更受歡迎“。,雪中獵人,1,1,1,1,32,True,0.2261904761904762
老彼得布勒哲爾的哪一幅油畫作品可能是試圖描繪理想中的鄉村生活?,0.1363636363636363,"獵人,雪中,老彼得,Jagers,de,Sneeuw,文藝,興時期,勃魯蓋爾,16,世紀,油畫,12,幅系列,畫作,哲爾,贊助,試圖,描繪理,鄉村,藝術史,學家馬丁,畫家,創作,聖誕節","老彼得,布勒,哲爾,一幅,油畫,作品,試圖,描繪理,想,中,鄉村,生活",《雪中獵人》（Jagers in de Sneeuw）是文藝復興時期老彼得·勃魯蓋爾的16世紀油畫作品，是12幅系列畫作其中一幅。《雪中獵人》可能是老彼得·布勒哲爾（也可能是他的贊助人）試圖描繪理想中的鄉村生活。藝術史學家馬丁·坎普指出，古代畫家流行創作聖誕節賀卡，並指出“可能沒有哪一個世俗主題比...雪中獵人更受歡迎“。,雪中獵人,1,1,1,1,32,True,0.5563414634146342
2001年9月9日在愛沙尼亞派爾努縣發生的哪一個悲劇導致68人死亡?,0.2592592592592592,"派爾,失能者,努甲醇,悲劇,一場,發生,2001,愛沙尼亞,努縣,共造成,68,人喪生,40,含失明,腦部,損傷,重度","2001,年,月,日,愛沙尼亞,派爾,努縣,發生,一個,悲劇,導致,68,人死亡",派爾努甲醇悲劇（）是一場發生於2001年9月9日在愛沙尼亞派爾努縣的事故，共造成68人喪生、重度失能者40人（含失明與腦部損傷）、失能者3人。,派爾努甲醇悲劇,1,1,1,1,34,True,0.20805300713557595
日本幕末大名御三卿清水德川家第6代當主與水戶藩最後一位藩主為誰?,0.1904761904761904,"水戶,德川昭武,餘八麿,藩主,代水戶,代將,14,慶應,1867,隨行,知事,神奈川,字子明,號鑾山,日本幕,末大名,御三卿,清水德川家,代當主,最後一位,11,主德川,齊昭,第十八子,10","日本幕,末大名,御三卿,清水德川家,代當主,水戶,藩,最後一位,藩主",德川昭武（，），初名鬆平昭德，幼名餘八麿，字子明，號鑾山，日本幕末大名，御三卿清水德川家第6代當主與水戶藩最後一位（第11代）藩主。他是第9代水戶藩主德川齊昭的第十八子；第10代水戶藩主德川慶篤與第15代將軍德川慶喜之異母弟。嘉永六年（1853年），他在江戶駒込的水戶藩出生，取幼名餘八麿。第14代將軍德川家茂逝世時（慶應二年，1867年），他改名昭武，同年繼承清水德川家，並以將軍德川慶喜名義率領代表團出使。自慶應三年正月（1867年2月）起的50天內，包括會計與實業家澀澤榮一、隨行醫師高鬆凌雲、通譯等人一起謁見了法蘭西第二帝國皇帝拿破崙三世，並到了瑞士、荷蘭、比利時、意大利和英國遊覽，其後他在巴黎留學。慶應四年（1868年），使節團得知德川慶喜進行大政奉還的消息，不久又在報章上得知鳥羽伏見之戰的新聞，部份隨行人物如立刻回到日本，只剩下德川昭武等七人。五月，新政府下達的歸國命令書送到他們手中，回國時又接到了長兄德川慶篤過世的訃聞，至十一月纔回到神奈川，並繼承水戶德川家，成為最後一任水戶藩藩主。明治二年（1869年）版籍奉還，他轉任水戶藩知事，到明治四年（1871年）7月14日因為廢藩置縣免去藩知事一職。明治七年（1875年），他被任命為陸軍少尉，從事軍事教育，到明治十六年（1883年）5月他決定隱居，將家督之位讓給姪子篤敬。明治四十三年（1910年）7月3日，他在小梅邸住所逝世，享年58歲。,德川昭武,1,1,1,1,34,True,0.21782726377952757
根據2009年的紀錄本物種的雌性生物最長紀錄只有哪一種生物可以感染人類?,0.1363636363636363,"這種,本物種,透過,麥地,那龍線,蟲病,最長,紀錄,食水,生物,引起,雌性,那龍線蟲,學名,幾內,亞龍線蟲,一種,可寄生,人體,生蟲,屬於線蟲,可引,起麥,這種蟲,病徵有","2009,年,紀錄,本物種,雌性,生物,最長,只,一種,感染,人類",麥地那龍線蟲（學名：），又稱幾內亞龍線蟲，是一種可寄生於人體內的寄生蟲，屬於線蟲的，可引起麥地那龍線蟲病。這種蟲可引起麥地那龍線蟲病，病徵有疼痛、腫脹、甚或可導致喪失勞動能力。這種病是由本物種的雌性生物引起，是同屬生物中可感染人類的最長物種。相比起來，本物種的雄性同類的體形細小得多。根據2009年的紀錄，本物種的雌性生物的最長紀錄是，而其雄性紀錄則只有。雖然這種生物在地球上存活了可能接近一百萬年，但要直到1980年代，因應卡特中心的興建，對於因為這種線蟲所引起病變的防治才開始。透過教育，居民知道這種病乃透過飲用含有蟲卵的不潔食水而引起。一旦染病，病者需要隔離，並為他們提供支援。而透過為居民建造輸水管道來提供潔淨食水，加上教育配合，可有效減低病發率。,麥地那龍線蟲,1,1,1,1,37,True,0.387624466571835
根據2009年的紀錄本物種的雌性生物的最長紀錄是哪一種生物引起的?,0.1627906976744186,"這種,本物種,透過,麥地,那龍線,蟲病,最長,紀錄,食水,生物,引起,雌性,那龍線蟲,學名,幾內,亞龍線蟲,一種,可寄生,人體,生蟲,屬於線蟲,可引,起麥,這種蟲,病徵有","2009,年,紀錄,本物種,雌性,生物,最長,一種,引起",麥地那龍線蟲（學名：），又稱幾內亞龍線蟲，是一種可寄生於人體內的寄生蟲，屬於線蟲的，可引起麥地那龍線蟲病。這種蟲可引起麥地那龍線蟲病，病徵有疼痛、腫脹、甚或可導致喪失勞動能力。這種病是由本物種的雌性生物引起，是同屬生物中可感染人類的最長物種。相比起來，本物種的雄性同類的體形細小得多。根據2009年的紀錄，本物種的雌性生物的最長紀錄是，而其雄性紀錄則只有。雖然這種生物在地球上存活了可能接近一百萬年，但要直到1980年代，因應卡特中心的興建，對於因為這種線蟲所引起病變的防治才開始。透過教育，居民知道這種病乃透過飲用含有蟲卵的不潔食水而引起。一旦染病，病者需要隔離，並為他們提供支援。而透過為居民建造輸水管道來提供潔淨食水，加上教育配合，可有效減低病發率。,麥地那龍線蟲,1,1,1,1,34,True,0.34551920341394027
臺灣桃園縣政府於2014年起舉辦的大型展覽活動名為什麼?,0.1111111111111111,"桃園,地景,藝術節,藝術,2013,舉辦,活動,論壇,Taoyuan,Land,Art,Festival,灣桃園,縣政府,現為,展覽,以桃園,地景作,藝術品,空間,名稱,廣場,2014,名為,2015","臺,灣桃園,縣政府,2014,年,舉辦,大型,展覽,活動名",桃園地景藝術節（Taoyuan Land Art Festival），為臺灣桃園縣政府（現為桃園市政府）於2013年起開始舉辦的大型展覽活動，以桃園縣內的特殊地景作為活動藝術品的展出空間。2013年的名稱為桃園縣地景廣場藝術節，2014年起更名為桃園地景藝術節。2015年市長鄭文燦上任後，當年改為舉辦桃園地景藝術國際論壇，後採取論壇及地景藝術節輪番辦理方式，達成在地深化及藝術活化的目標。,桃園地景藝術節,1,1,1,1,28,True,0.4655555555555556
荷蘭概念藝術師弗洛倫泰因霍夫曼於2014年時於臺灣的哪一個展覽中展出了月兔作品?,0.1627906976744186,"熱情,霍夫曼,藝術,地景,展覽,結束,焚毀,草皮,作品,回收,荷蘭,師弗洛倫泰因,創作,藝術品,2014,灣桃園,節展示,以嫦娥,靈感,創作出,桃園,藝術節,專門,25,26","荷蘭,概念,藝術,師弗洛倫泰因,霍夫曼,2014,年,時,臺,灣的,一個,展覽,中展,月,兔,作品",月兔是荷蘭概念藝術師弗洛倫泰因·霍夫曼所創作的大型藝術品，2014年於臺灣桃園地景藝術節展示。霍夫曼以嫦娥與玉兔的傳說故事為靈感，創作出「月兔」，是為了桃園地景藝術節而專門打造的作品。作品長約25~26米，由泰維克防水紙、木頭和保麗龍造成。於桃園展出期間狀況大致順利，吸引多人參觀，但於展覽結束後隔日，月兔卻因展場內草皮起火而不幸焚毀。因回收車輛機具故障，排煙管冒出火花，加上天乾地燥，引燃草皮，才會波及到月兔，策展單位表示，該月兔作品原本展覽結束後，就是要做環保回收，部份燒毀後，剩下的還是會繼續回收處理。作者霍夫曼在得知月兔焚毀後幽默地說：「可能是這11天來，月兔承受到246萬參觀民眾的熱情，所以在身上累積很多的熱情，才會以發自內心的熱情來跟大家道別！」。,桃園地景藝術節,1,1,1,1,41,True,0.51256038647343
霍夫曼以嫦娥與玉兔的傳說故事為靈感創作出月兔是為了什麼而專門打造的作品?,0.1363636363636363,"熱情,霍夫曼,藝術,地景,展覽,結束,焚毀,草皮,作品,回收,荷蘭,師弗洛倫泰因,創作,藝術品,2014,灣桃園,節展示,以嫦娥,靈感,創作出,桃園,藝術節,專門,25,26","霍夫曼,以嫦娥,玉兔,故事,靈感,創作出,「,月,兔,」,專門,打造,作品",月兔是荷蘭概念藝術師弗洛倫泰因·霍夫曼所創作的大型藝術品，2014年於臺灣桃園地景藝術節展示。霍夫曼以嫦娥與玉兔的傳說故事為靈感，創作出「月兔」，是為了桃園地景藝術節而專門打造的作品。作品長約25~26米，由泰維克防水紙、木頭和保麗龍造成。於桃園展出期間狀況大致順利，吸引多人參觀，但於展覽結束後隔日，月兔卻因展場內草皮起火而不幸焚毀。因回收車輛機具故障，排煙管冒出火花，加上天乾地燥，引燃草皮，才會波及到月兔，策展單位表示，該月兔作品原本展覽結束後，就是要做環保回收，部份燒毀後，剩下的還是會繼續回收處理。作者霍夫曼在得知月兔焚毀後幽默地說：「可能是這11天來，月兔承受到246萬參觀民眾的熱情，所以在身上累積很多的熱情，才會以發自內心的熱情來跟大家道別！」。,桃園地景藝術節,1,1,1,1,40,True,0.7288583509513743
臺灣桃園縣政府在2014年9月4日至9月14日舉辦的哪一個大型展覽活動?,0.1363636363636363,"桃園,展覽,2014,地景,藝術家,黑貓,中隊,藝術,基地,防部,李真,徐冰,藝術節,灣桃園,縣政府,14,縣大園,中華民國海,軍桃園,軍航空,指揮部,主辦,活動,協辦,單位則","臺,灣桃園,縣政府,2014,年,月,日至,14,日舉,辦,一個,大型,展覽,活動",2014桃園地景藝術節為臺灣桃園縣政府在2014年9月4日至9月14日於桃園縣大園鄉之中華民國海軍桃園基地（前海軍航空指揮部）主辦的大型展覽活動，協辦單位則包括中華民國國防部與中華民國交通部。主要展覽作品包括弗洛倫泰因·霍夫曼的『月兔』，本土藝術家李真的大型銅雕、洪易的『快樂動物派對』、中國藝術家張洹的『六道輪迴』、徐冰的『石徑』等靜態作品展覽。此外，舉辦地點海軍桃園基地，為昔日執行偵察任務「黑貓中隊」（前中華民國空軍35中隊）所在地，策展單位將停放飛機的機堡，妝點成「黑貓藝術基地」，還加入「桃園起飛──祈福飛鷹」、「在地情、人不散」、「地景藝術軍團」等行動展出。,桃園地景藝術節,1,1,1,1,36,True,0.44333333333333336
一個確定的電子組態的所有能態中自旋多重度最高的能態能量最低這是什麼規則?,0.1904761904761904,"規則,洪德,重度,電子,光譜學,一個,自旋多,光譜項,最大多,化學,軌道,組態,能態,子數,基態,原子,佔據,面表述,自旋量,重態,記號,能量,自由基,教材,可知","一個,確定,電子,組態,能態,中,自旋多,重度,最高,能量,最低,這是,規則","洪德最大多重度規則（Hund's rule of maximum multiplicity）是洪德規則中的第一條，於1925年由弗里德里希·洪德提出。因其在原子化學、光譜學、量子化學中的重要性，又常被簡稱爲洪德規則，而忽略洪德的另外兩條規則。一些中學教材裏面介紹的洪德規則實際上是本規則，如在人教版化學選修教材中，洪德規則被表述爲：“當電子排布在同一能級的不同軌道時，總是優先單獨佔據一個軌道，而且自旋方向相同。”洪德最大多重度規則可以表述爲：一個確定的電子組態的所有能態中，自旋多重度最高的能態能量最低。運用光譜學的語言，上面的“能態”一詞可以換爲“光譜項”。上面表述中的“自旋多重度”是化學用語，它等於2+1，其中是體系的自旋量子數。自旋多重度是在給定的情況下自旋磁量子數的所有可能取值的個數。上面表述中的“自旋多重度最高”也可以等價地表述爲“自旋量子數最大”。原始的洪德規則是基於對原子的觀察而得出，但化學家經常將洪德規則用在分子和分子片（自由基）上面。最常見的例子是光化學中藉助洪德規則而得出基態爲單重態的分子的最低能量的三重態（=1，光譜學記號T）比單重態第一激發態（=0，光譜學記號S）的能量要低。推廣後的洪德規則也是廣泛適用的，但有部分例外，詳見下文。對於這一規則，早期的一個解釋是，高自旋態迫使電子佔據不同的空間軌道，減低了電子之間的庫侖排斥作用。然而近代的量子力學計算表明，洪德規則的真正原因是高自旋態下電子與原子核的吸引作用受到較少的屏蔽。對於硅原子，基態電子組態爲，只有3p亞層不是全滿，故只要考慮p組態對應的光譜項，簡單的計算可知它包含三個光譜項""D""、""P""與""S""，由洪德最大多重度規則可知基態光譜項爲""P""，右圖中畫出了這一光譜項所包含的其中一個狀態（""M""=""M""=1）。2004年，研究人員合成了一種稱爲的三自由基，是第一個被發現不符合洪德規則的有機體系。",洪德最大多重度規則,1,1,1,1,38,True,0.14262626262626263
自旋多重度最高的能態能量最低是哪一個規則?,0.1363636363636363,"規則,洪德,重度,電子,光譜學,一個,自旋多,光譜項,最大多,化學,軌道,組態,能態,子數,基態,原子,佔據,面表述,自旋量,重態,記號,能量,自由基,教材,可知","自旋多,重度,最高,能態,能量,最,低,一個,規則","洪德最大多重度規則（Hund's rule of maximum multiplicity）是洪德規則中的第一條，於1925年由弗里德里希·洪德提出。因其在原子化學、光譜學、量子化學中的重要性，又常被簡稱爲洪德規則，而忽略洪德的另外兩條規則。一些中學教材裏面介紹的洪德規則實際上是本規則，如在人教版化學選修教材中，洪德規則被表述爲：“當電子排布在同一能級的不同軌道時，總是優先單獨佔據一個軌道，而且自旋方向相同。”洪德最大多重度規則可以表述爲：一個確定的電子組態的所有能態中，自旋多重度最高的能態能量最低。運用光譜學的語言，上面的“能態”一詞可以換爲“光譜項”。上面表述中的“自旋多重度”是化學用語，它等於2+1，其中是體系的自旋量子數。自旋多重度是在給定的情況下自旋磁量子數的所有可能取值的個數。上面表述中的“自旋多重度最高”也可以等價地表述爲“自旋量子數最大”。原始的洪德規則是基於對原子的觀察而得出，但化學家經常將洪德規則用在分子和分子片（自由基）上面。最常見的例子是光化學中藉助洪德規則而得出基態爲單重態的分子的最低能量的三重態（=1，光譜學記號T）比單重態第一激發態（=0，光譜學記號S）的能量要低。推廣後的洪德規則也是廣泛適用的，但有部分例外，詳見下文。對於這一規則，早期的一個解釋是，高自旋態迫使電子佔據不同的空間軌道，減低了電子之間的庫侖排斥作用。然而近代的量子力學計算表明，洪德規則的真正原因是高自旋態下電子與原子核的吸引作用受到較少的屏蔽。對於硅原子，基態電子組態爲，只有3p亞層不是全滿，故只要考慮p組態對應的光譜項，簡單的計算可知它包含三個光譜項""D""、""P""與""S""，由洪德最大多重度規則可知基態光譜項爲""P""，右圖中畫出了這一光譜項所包含的其中一個狀態（""M""=""M""=1）。2004年，研究人員合成了一種稱爲的三自由基，是第一個被發現不符合洪德規則的有機體系。",洪德最大多重度規則,1,1,1,1,21,True,0.1294949494949495
哪一所國民小學為臺灣第一所設置在佳里區的國民小學?,0.125,"佳里區,南市,內國民小學,簡稱,內國,一所位,國民小學,1920,建立","哪一,所國民小學,臺,灣第一,設置,佳里區,國民小學",臺南市佳里區塭內國民小學（簡稱：塭內國小）是一所位於臺灣臺南市佳里區的國民小學，建立於1920年。,臺南市佳里區塭內國民小學,1,1,1,1,25,True,0.1356801093643199
貝果鄂爾勒克的第三子被雍正帝封爲青海蒙古土爾扈特西旗扎薩克一等臺吉是於哪一個地區?,0.1111111111111111,"鄂爾勒克,土爾扈,貝果,青海蒙古,扎薩克,祖父,高祖父,中旗,蒙古衛拉特,特部,16,世紀時,首領,卡爾梅克汗國,創始,父親,瑪哈齊,巴雅爾,蘇賚,滿哥,奇旺,捏烈,有七個,兒子,珠勒","貝果,鄂爾勒克,第三子,雍正帝,封,爲,青海蒙古,土爾扈,特西旗,扎薩克,臺,吉,一個,地區",貝果鄂爾勒克，蒙古衛拉特土爾扈特部在16世紀時的首領。貝果鄂爾勒克是卡爾梅克汗國創始人和鄂爾勒克的祖父。他的父親是瑪哈齊蒙克，祖父是巴雅爾，曾祖父是蘇賚（滿哥王），高祖父奇旺（捏烈忽）。貝果鄂爾勒克有七個兒子，長子珠勒札斡鄂爾勒克；次子衛袞察布察齊，後代舍棱（六世孫）、沙喇扣肯（七世孫）牧區設立新土爾扈特二旗；三子保蘭阿噶勒琥，曾孫索諾木喇布坦多爾濟雍正三年受青海蒙古土爾扈特南中旗扎薩克一等臺吉；第四子古剌；第五子莽海，曾孫色特爾布木被雍正帝封爲青海蒙古土爾扈特西旗扎薩克一等臺吉；六子烏魯臣齊；七子布利渾。,土爾扈特南中旗,1,1,1,1,42,True,0.40761904761904766
